POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
701-19260,-,0,Grey,SS,N,N,SFMTA,ON,0,1926,VAN NESS AVE,13161201,Area 3,,"(37.7938388986, -122.4228664988)"
691-00230,-,0,Grey,SS,N,N,SFMTA,ON,0,23,UNION ST,12832000,Area 3,,"(37.8014421006, -122.4006582999)"
581-13050,-,0,Grey,SS,N,N,SFMTA,ON,0,1305,NORIEGA ST,9654000,Area 3,,"(37.7541036987, -122.4778427982)"
569-22370,-,0,Grey,SS,N,N,SFMTA,ON,0,2237,MARKET ST,8766101,Area 3,,"(37.7649777309, -122.4319125167)"
593-08100,-,0,Grey,SS,N,N,SFMTA,ON,0,810,OFARRELL ST,9734000,Area 3,,"(37.7851747991, -122.4183669982)"
593-08120,-,0,Grey,SS,N,N,SFMTA,ON,0,812,OFARRELL ST,9734000,Area 3,,"(37.7851658025, -122.4184381996)"
412-01390,-,0,Grey,SS,N,N,SFMTA,ON,0,139,FERN ST,5483000,Area 3,,"(37.7880257972, -122.4215314013)"
462-14380,-,0,Grey,SS,N,N,SFMTA,ON,0,1438,HAIGHT ST,6618000,Area 3,,"(37.7701133014, -122.4465929006)"
462-15040,-,0,Grey,SS,N,N,SFMTA,ON,0,1504,HAIGHT ST,6619000,Area 3,,"(37.7700378028, -122.4471854006)"
612-15290,-,0,Grey,SS,N,N,SFMTA,ON,0,1529,POLK ST,10570000,Area 3,,"(37.7912059025, -122.4208929014)"
472-08190,-,0,Grey,SS,N,N,SFMTA,ON,0,819,HYDE ST,7123000,Area 3,,"(37.7887303018, -122.4170184002)"
462-16320,-,0,Grey,SS,N,N,SFMTA,ON,0,1632,HAIGHT ST,6621000,Area 3,,"(37.7697182008, -122.4496916008)"
440-52210,-,0,Green,SS,N,N,SFMTA,ON,0,5221,GEARY BLVD,6073101,Area 3,,"(37.7803613012, -122.4758392998)"
440-52230,-,0,Green,SS,N,N,SFMTA,ON,0,5223,GEARY BLVD,6073101,Area 3,,"(37.7803586022, -122.4758989008)"
612-14070,-,0,Yellow,SS,N,N,SFMTA,ON,0,1407,POLK ST,10569000,Area 3,,"(37.7898397026, -122.4206162986)"
614-09340,-,0,Grey,SS,N,N,SFMTA,ON,0,934,POST ST,10638000,Area 3,,"(37.7871721049, -122.4177566171)"
440-53180,-,0,Grey,SS,N,N,SFMTA,ON,0,5318,GEARY BLVD,6074201,Area 3,,"(37.7805878025, -122.4768519008)"
440-54200,-,0,Grey,SS,N,N,SFMTA,ON,0,5420,GEARY BLVD,6075201,Area 3,,"(37.7805389975, -122.4779308026)"
826-06570,826-06003,57,Grey,MS,N,N,PORT,ON,0,657,DELANCEY ST,117000,Area 5,South Embarcadero,"(37.7830939022, -122.3890425020)"
869-00100,869-00002,10,Grey,MS,N,N,PORT,ON,0,10,TERRY A FRANCOIS BLVD,12531000,Area 5,South Embarcadero,"(37.7762277991, -122.3894238003)"
869-00260,869-00002,26,Grey,MS,N,N,PORT,ON,0,26,TERRY A FRANCOIS BLVD,12531000,Area 5,South Embarcadero,"(37.7762609021, -122.3888624028)"
126-13030,-,0,Grey,SS,N,N,SFMTA,ON,0,1303,26TH AVE,1478000,Area 3,,"(37.7630037990, -122.4846800005)"
224-40440,-,0,Grey,SS,Y,N,SFMTA,ON,0,4044,24TH ST,1362000,Area 3,,"(37.7513956007, -122.4333114007)"
352-13150,-,0,Grey,SS,Y,N,SFMTA,ON,0,1315,CASTRO ST,3801000,Area 3,,"(37.7509224982, -122.4339449999)"
350-17070,-,0,Grey,SS,N,N,SFMTA,ON,0,1707,CALIFORNIA ST,3550000,Area 3,,"(37.7902364013, -122.4227100981)"
891-00270,891-00001,27,Grey,MS,N,N,PORT,OFF,891,601,TERRY A FRANCOIS BLVD,12532004,Area 5,South Embarcadero,"(37.7699438975, -122.3860369974)"
471-08390,-,0,Grey,SS,Y,N,SFMTA,ON,0,839,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7797526018, -122.4007694998)"
620-01700,-,0,Grey,SS,Y,N,SFMTA,ON,0,170,PERRY ST,10360000,Area 5,South Embarcadero,"(37.7807620008, -122.3986240008)"
620-01080,-,0,Grey,SS,Y,N,SFMTA,ON,0,108,PERRY ST,10360000,Area 5,South Embarcadero,"(37.7819145013, -122.3971592017)"
664-10065,664-10060,5,Yellow,MS,N,N,SFMTA,ON,0,1012,STOCKTON ST,12206000,Area 2,,"(37.7953431987, -122.4080707018)"
664-11197,664-11190,7,Yellow,MS,N,N,SFMTA,ON,0,1125,STOCKTON ST,12207000,Area 2,,"(37.7965017007, -122.4084763021)"
605-00340,-,0,Grey,SS,N,N,SFMTA,ON,0,34,PAGE ST,10169000,Area 5,Civic Center,"(37.7741991998, -122.4219326989)"
600-05160,-,0,Yellow,SS,N,N,SFMTA,ON,0,516,PACIFIC AVE,10123000,Area 2,,"(37.7972567984, -122.4043314007)"
370-01080,-,0,Grey,SS,Y,N,SFMTA,ON,0,108,CAPP ST,3673000,Area 5,Mission,"(37.7647561979, -122.4187374001)"
370-01370,-,0,Grey,SS,Y,N,SFMTA,ON,0,137,CAPP ST,3673000,Area 5,Mission,"(37.7640437976, -122.4185234995)"
575-04220,-,0,Grey,SS,N,N,SFMTA,ON,0,422,MAPLE ST,8682000,Area 3,,"(37.7867617001, -122.4552533009)"
341-00240,-,0,Grey,SS,Y,N,SFMTA,ON,0,24,BRADY ST,3069000,Area 3,,"(37.7729237982, -122.4205345024)"
341-00360,-,0,Grey,SS,Y,N,SFMTA,ON,0,36,BRADY ST,3070000,Area 3,,"(37.7727243983, -122.4202830006)"
667-15020,-,0,Grey,SS,N,N,SFMTA,ON,0,1502,SOUTH VAN NESS AVE,12033000,Area 3,,"(37.7490061995, -122.4160401986)"
700-14230,-,0,Grey,SS,Y,N,SFMTA,ON,0,1423,VALENCIA ST,13074000,Area 3,,"(37.7498466027, -122.4203349014)"
463-01170,-,0,Grey,SS,Y,N,SFMTA,ON,0,117,HAWTHORNE ST,6810000,Area 5,South Embarcadero,"(37.7842540023, -122.3972071015)"
463-01190,-,0,Grey,SS,Y,N,SFMTA,ON,0,119,HAWTHORNE ST,6810000,Area 5,South Embarcadero,"(37.7842106008, -122.3971522001)"
684-01390,-,0,Grey,SS,Y,N,SFMTA,ON,0,139,TOWNSEND ST,12657000,Area 5,South Embarcadero,"(37.7797658005, -122.3914423973)"
336-07430,-,0,Grey,SS,N,N,SFMTA,ON,0,743,BUSH ST,3437000,Area 1,,"(37.7899152012, -122.4101662000)"
336-08260,-,0,Grey,SS,N,N,SFMTA,ON,0,826,BUSH ST,3438000,Area 1,,"(37.7899103005, -122.4112893024)"
580-01010,-,0,Grey,SS,Y,N,SFMTA,ON,0,101,NATOMA ST,9508000,Area 5,Downtown,"(37.7870873985, -122.3988687021)"
471-06430,-,0,Grey,SS,N,N,SFMTA,ON,0,643,HARRISON ST,6716000,Area 5,South Embarcadero,"(37.7832467993, -122.3963339028)"
471-06450,-,0,Grey,SS,N,N,SFMTA,ON,0,645,HARRISON ST,6716000,Area 5,South Embarcadero,"(37.7832042024, -122.3963879996)"
568-43330,-,0,Grey,SS,N,N,SFMTA,ON,0,4333,MISSION ST,9156000,Area 3,,"(37.7281289016, -122.4317748022)"
568-43470,-,0,Grey,SS,N,N,SFMTA,ON,0,4347,MISSION ST,9156000,Area 3,,"(37.7279305019, -122.4319902004)"
568-43760,-,0,Grey,SS,N,N,SFMTA,ON,0,4376,MISSION ST,9158000,Area 3,,"(37.7275997017, -122.4326268003)"
447-21390,-,0,Grey,SS,N,N,SFMTA,ON,0,2139,GREENWICH ST,6518000,Area 5,Marina,"(37.7989522004, -122.4354488027)"
327-03150,-,0,Grey,SS,N,N,SFMTA,ON,0,315,BROADWAY,3146000,Area 3,,"(37.7982794018, -122.4027801004)"
442-07390,-,0,Grey,SS,Y,N,SFMTA,ON,0,739,GOLDEN GATE AVE,6267000,Area 5,Civic Center,"(37.7805981011, -122.4233044979)"
440-39130,-,0,Grey,SS,N,N,SFMTA,ON,0,3913,GEARY BLVD,6059101,Area 3,,"(37.7810054001, -122.4615803023)"
440-40170,-,0,Grey,SS,N,N,SFMTA,ON,0,4017,GEARY BLVD,6060101,Area 3,,"(37.7809492023, -122.4628287980)"
327-04300,-,0,Yellow,SS,N,N,SFMTA,ON,0,430,BROADWAY,3150000,Area 3,,"(37.7981790983, -122.4048283973)"
225-33080,-,0,Grey,SS,N,N,SFMTA,ON,0,3308,25TH ST,1437000,Area 3,,"(37.7507904039, -122.4165642187)"
652-32270,-,0,Grey,SS,Y,N,SFMTA,ON,0,3227,SCOTT ST,11715000,Area 5,Marina,"(37.7998810996, -122.4412068014)"
359-16460,-,0,Grey,SS,N,N,SFMTA,ON,0,1646,CLAY ST,4105000,Area 3,,"(37.7925060977, -122.4205105023)"
359-16520,-,0,Grey,SS,N,N,SFMTA,ON,0,1652,CLAY ST,4105000,Area 3,,"(37.7924895016, -122.4206409973)"
225-34450,-,0,Grey,SS,N,N,SFMTA,ON,0,3445,25TH ST,1444000,Area 3,,"(37.7504813977, -122.4201358982)"
701-00260,701-00002,26,Yellow,MS,Y,N,SFMTA,ON,0,26,VAN NESS AVE,13143201,Area 5,Civic Center,"(37.7761845988, -122.4193009992)"
701-00280,701-00002,28,Yellow,MS,Y,N,SFMTA,ON,0,28,VAN NESS AVE,13143201,Area 5,Civic Center,"(37.7762299002, -122.4193101020)"
650-08050,-,0,Yellow,SS,N,N,SFMTA,ON,0,805,SACRAMENTO ST,11229000,Area 2,,"(37.7933002998, -122.4063942988)"
650-08250,-,0,Grey,SS,N,N,SFMTA,ON,0,825,SACRAMENTO ST,11230000,Area 2,,"(37.7932263994, -122.4070024003)"
664-08190,-,0,Grey,SS,N,N,SFMTA,ON,0,819,STOCKTON ST,12204000,Area 2,,"(37.7936775022, -122.4079096017)"
680-14070,-,0,Grey,SS,N,N,SFMTA,ON,0,1407,TARAVAL ST,12400000,Area 3,,"(37.7427173023, -122.4813812019)"
680-14230,-,0,Grey,SS,N,N,SFMTA,ON,0,1423,TARAVAL ST,12400000,Area 3,,"(37.7426961017, -122.4818647986)"
208-02150,-,0,Grey,SS,N,N,SFMTA,ON,0,215,08TH ST,409000,Area 2,,"(37.7759262015, -122.4110890978)"
701-09190,-,0,Grey,SS,N,N,SFMTA,ON,0,919,VAN NESS AVE,13151102,Area 3,,"(37.7843564012, -122.4212766976)"
680-18180,-,0,Grey,SS,N,N,SFMTA,ON,0,1818,TARAVAL ST,12404000,Area 3,,"(37.7426765998, -122.4860592985)"
680-10050,-,0,Green,SS,N,N,SFMTA,ON,0,1005,TARAVAL ST,12396000,Area 3,,"(37.7429081345, -122.4770375527)"
400-02180,-,0,Grey,SS,N,N,SFMTA,ON,0,218,EDDY ST,5060000,Area 2,,"(37.7841268991, -122.4116016009)"
400-03290,-,0,Yellow,SS,N,N,SFMTA,ON,0,329,EDDY ST,5061002,Area 2,,"(37.7837513004, -122.4135789980)"
363-01340,-,0,Grey,SS,N,N,SFMTA,ON,0,134,COLUMBUS AVE,4288000,Area 2,,"(37.7969027021, -122.4051217024)"
680-12010,-,0,Yellow,SS,N,N,SFMTA,ON,0,1201,TARAVAL ST,12398000,Area 3,,"(37.7428201985, -122.4790401028)"
206-01120,-,0,Grey,SS,N,N,SFMTA,ON,0,112,06TH ST,329000,Area 2,,"(37.7806118977, -122.4084069000)"
442-00050,-,0,Grey,SS,N,N,SFMTA,ON,0,5,GOLDEN GATE AVE,6259000,Area 2,,"(37.7821879023, -122.4107873996)"
444-09270,-,0,Yellow,SS,N,N,SFMTA,ON,0,927,GRANT AVE,6396000,Area 2,,"(37.7958483984, -122.4066589993)"
680-06160,-,0,Grey,SS,N,N,SFMTA,ON,0,616,TARAVAL ST,12392000,Area 3,,"(37.7432438981, -122.4731488989)"
206-02140,-,0,Grey,SS,N,N,SFMTA,ON,0,214,06TH ST,332000,Area 2,,"(37.7793195982, -122.4067867004)"
442-00170,-,0,Grey,SS,N,N,SFMTA,ON,0,17,GOLDEN GATE AVE,6259000,Area 2,,"(37.7821401981, -122.4111578015)"
686-02160,-,0,Grey,SS,N,N,SFMTA,ON,0,216,TURK ST,12718000,Area 2,,"(37.7829789025, -122.4130945017)"
686-02420,-,0,Yellow,SS,N,N,SFMTA,ON,0,242,TURK ST,12718000,Area 2,,"(37.7828927980, -122.4137744025)"
686-02440,-,0,Grey,SS,N,N,SFMTA,ON,0,244,TURK ST,12718000,Area 2,,"(37.7828826000, -122.4138549023)"
686-02450,-,0,Grey,SS,N,N,SFMTA,ON,0,245,TURK ST,12718000,Area 2,,"(37.7827540998, -122.4138864015)"
686-03150,-,0,Green,SS,N,N,SFMTA,ON,0,315,TURK ST,12719000,Area 2,,"(37.7826532991, -122.4147053973)"
324-03070,-,0,Grey,SS,N,N,SFMTA,ON,0,307,BATTERY ST,2756000,Area 5,Downtown,"(37.7943681990, -122.4002787002)"
585-04200,-,0,Grey,SS,Y,N,SFMTA,ON,0,420,NORTH POINT ST,9690000,Area 5,Fisherman's Wharf,"(37.8065229979, -122.4145663974)"
204-05180,204-05004,18,Grey,MS,Y,N,SFMTA,ON,0,518,04TH ST,263000,Area 5,South Embarcadero,"(37.7790007003, -122.3975198974)"
204-05220,204-05004,22,Grey,MS,Y,N,SFMTA,ON,0,522,04TH ST,263000,Area 5,South Embarcadero,"(37.7789211002, -122.3974199013)"
568-45150,-,0,Grey,SS,N,N,SFMTA,ON,0,4515,MISSION ST,9161000,Area 3,,"(37.7258760974, -122.4337779989)"
568-45240,-,0,Grey,SS,N,N,SFMTA,ON,0,4524,MISSION ST,9162000,Area 3,,"(37.7253622019, -122.4344025180)"
666-05340,-,0,Grey,SS,N,N,SFMTA,ON,0,534,SUTTER ST,12323000,Area 1,,"(37.7891238992, -122.4098827017)"
666-06110,-,0,Red,SS,N,N,SFMTA,ON,0,611,SUTTER ST,12324000,Area 1,,"(37.7888986998, -122.4106795021)"
580-00250,-,0,Grey,SS,N,N,SFMTA,ON,0,25,NATOMA ST,9507000,Area 5,Downtown,"(37.7885866974, -122.3969870989)"
330-04110,-,0,Grey,SS,Y,N,SFMTA,ON,0,411,BRANNAN ST,3077000,Area 5,South Embarcadero,"(37.7797383972, -122.3945848008)"
568-47400,-,0,Grey,SS,N,N,SFMTA,ON,0,4740,MISSION ST,9170000,Area 3,,"(37.7222628993, -122.4367486012)"
582-01310,-,0,Red,SS,N,N,SFMTA,ON,0,131,NEW MONTGOMERY ST,9545000,Area 5,Downtown,"(37.7867323019, -122.3995343984)"
524-02320,-,0,Green,SS,Y,N,SFMTA,ON,0,232,KING ST,7833201,Area 5,South Embarcadero,"(37.7775495973, -122.3927823004)"
568-48200,-,0,Grey,SS,N,N,SFMTA,ON,0,4820,MISSION ST,9172201,Area 3,,"(37.7207041000, -122.4379271974)"
585-05050,-,0,Grey,SS,Y,N,SFMTA,ON,0,505,NORTH POINT ST,9691000,Area 5,Fisherman's Wharf,"(37.8062438973, -122.4156941992)"
520-06060,-,0,Yellow,SS,N,N,SFMTA,ON,0,606,KEARNY ST,7756000,Area 5,Downtown,"(37.7938367975, -122.4045870991)"
684-02600,-,0,Grey,SS,Y,N,SFMTA,ON,0,260,TOWNSEND ST,12662000,Area 5,South Embarcadero,"(37.7777317026, -122.3943247997)"
202-05470,-,0,Grey,SS,Y,N,SFMTA,ON,0,547,02ND ST,144000,Area 5,South Embarcadero,"(37.7825649985, -122.3928210025)"
568-28460,-,0,Grey,SS,N,N,SFMTA,ON,0,2846,MISSION ST,9126000,Area 3,,"(37.7508629978, -122.4184000005)"
568-29120,-,0,Grey,SS,N,N,SFMTA,ON,0,2912,MISSION ST,9127000,Area 3,,"(37.7501878020, -122.4183352978)"
470-04110,-,0,Grey,SS,N,N,SFMTA,ON,0,411,HOWARD ST,7032000,Area 5,Downtown,"(37.7888947994, -122.3954143018)"
202-06230,-,0,Grey,SS,Y,N,SFMTA,ON,0,623,02ND ST,147000,Area 5,South Embarcadero,"(37.7814478026, -122.3914263991)"
202-06350,-,0,Grey,SS,Y,N,SFMTA,ON,0,635,02ND ST,147000,Area 5,South Embarcadero,"(37.7812280011, -122.3911519979)"
202-06370,-,0,Grey,SS,Y,N,SFMTA,ON,0,637,02ND ST,147000,Area 5,South Embarcadero,"(37.7811915007, -122.3911064004)"
418-05031,418-05030,1,Black,MS,N,N,SFMTA,ON,0,503,FOLSOM ST,5657000,Area 5,South Embarcadero,"(37.7870967974, -122.3945800007)"
684-01280,-,0,Black,SS,Y,N,SFMTA,ON,0,128,TOWNSEND ST,12657000,Area 5,South Embarcadero,"(37.7800632016, -122.3913726990)"
684-01400,-,0,Black,SS,Y,N,SFMTA,ON,0,140,TOWNSEND ST,12657000,Area 5,South Embarcadero,"(37.7799153001, -122.3915599004)"
651-00188,651-00180,8,Black,MS,N,N,SFMTA,ON,0,18,SANSOME ST,11542000,Area 5,Downtown,"(37.7908582994, -122.4006015991)"
422-01050,-,0,Black,SS,N,N,SFMTA,ON,0,105,FRONT ST,5868000,Area 5,Downtown,"(37.7925387983, -122.3986956996)"
108-02880,-,0,Grey,SS,N,N,SFMTA,ON,0,288,08TH AVE,388000,Area 3,,"(37.7832435024, -122.4665225015)"
362-09290,-,0,Green,SS,N,N,SFMTA,ON,0,929,COLE ST,4243000,Area 3,,"(37.7649673995, -122.4498579984)"
107-12990,-,0,Grey,SS,N,N,SFMTA,ON,0,1299,07TH AVE,359000,Area 3,,"(37.7642590002, -122.4642607008)"
365-03180,-,0,Grey,SS,N,N,SFMTA,ON,0,318,CORTLAND AVE,4423000,Area 3,,"(37.7391498972, -122.4180076995)"
109-03100,-,0,Grey,SS,N,N,SFMTA,ON,0,310,09TH AVE,425000,Area 3,,"(37.7825716984, -122.4675430988)"
109-13170,-,0,Grey,SS,N,N,SFMTA,ON,0,1317,09TH AVE,432000,Area 3,,"(37.7634802990, -122.4663513989)"
365-04350,-,0,Grey,SS,N,N,SFMTA,ON,0,435,CORTLAND AVE,4425000,Area 3,,"(37.7391337984, -122.4166937021)"
837-10150,837-10001,15,Grey,MS,N,N,PORT,ON,0,1015,FRONT ST,5876000,Port 6,,"(37.8007270013, -122.4003573001)"
841-00150,841-00001,15,Grey,MS,N,N,PORT,ON,0,15,GREEN ST,6438001,Port 6,,"(37.8006595996, -122.3994274006)"
110-12960,-,0,Grey,SS,N,N,SFMTA,ON,0,1296,10TH AVE,470000,Area 3,,"(37.7641837978, -122.4673274995)"
357-06950,-,0,Grey,SS,N,N,SFMTA,ON,0,695,CHENERY ST,3926000,Area 3,,"(37.7344499015, -122.4336060972)"
383-28130,-,0,Grey,SS,N,N,SFMTA,ON,0,2813,DIAMOND ST,4771000,Area 3,,"(37.7341125020, -122.4339015984)"
360-06210,-,0,Grey,SS,N,N,SFMTA,ON,0,621,CLEMENT ST,4156000,Area 3,,"(37.7827976019, -122.4660696999)"
360-07290,-,0,Grey,SS,N,N,SFMTA,ON,0,729,CLEMENT ST,4157000,Area 3,,"(37.7827459023, -122.4671974012)"
121-13020,-,0,Green,SS,N,N,SFMTA,ON,0,1302,21ST AVE,1080000,Area 3,,"(37.7633362979, -122.4791673010)"
124-12920,-,0,Grey,SS,N,N,SFMTA,ON,0,1292,24TH AVE,1298000,Area 3,,"(37.7636353978, -122.4824349021)"
224-39150,-,0,Grey,SS,Y,N,SFMTA,ON,0,3915,24TH ST,1361000,Area 3,,"(37.7514711999, -122.4302294978)"
869-00280,869-00002,28,Grey,MS,N,N,PORT,ON,0,28,TERRY A FRANCOIS BLVD,12531000,Area 5,South Embarcadero,"(37.7762648974, -122.3887945988)"
869-00310,869-00001,31,Grey,MS,N,N,PORT,ON,0,31,TERRY A FRANCOIS BLVD,12531000,Area 5,South Embarcadero,"(37.7764305015, -122.3884735999)"
869-00340,869-00004,34,Grey,MS,N,N,PORT,ON,0,34,TERRY A FRANCOIS BLVD,12531000,Area 5,South Embarcadero,"(37.7762773027, -122.3885831010)"
869-00360,869-00004,36,Grey,MS,N,N,PORT,ON,0,36,TERRY A FRANCOIS BLVD,12531000,Area 5,South Embarcadero,"(37.7762814992, -122.3885113017)"
360-08140,-,0,Green,SS,N,N,SFMTA,ON,0,814,CLEMENT ST,4158000,Area 3,,"(37.7828477983, -122.4682101027)"
360-08250,-,0,Grey,SS,N,N,SFMTA,ON,0,825,CLEMENT ST,4158000,Area 3,,"(37.7826984999, -122.4682306999)"
205-03330,-,0,Grey,SS,N,N,SFMTA,ON,0,333,05TH ST,300002,Area 5,South Embarcadero,"(37.7796948002, -122.4025235024)"
205-03380,-,0,Yellow,SS,N,N,SFMTA,ON,0,338,05TH ST,300003,Area 5,South Embarcadero,"(37.7795042013, -122.4025895015)"
720-05320,-,0,Green,SS,Y,N,SFMTA,ON,0,532,WASHINGTON ST,13409000,Area 5,Downtown,"(37.7956326985, -122.4029388984)"
571-04170,-,0,Yellow,SS,N,N,SFMTA,ON,0,417,MONTGOMERY ST,9301000,Area 5,Downtown,"(37.7934637972, -122.4029636976)"
331-04170,-,0,Green,SS,Y,N,SFMTA,ON,0,417,BRYANT ST,3280000,Area 5,South Embarcadero,"(37.7826436990, -122.3940014985)"
331-04680,-,0,Green,SS,Y,N,SFMTA,ON,0,468,BRYANT ST,3281000,Area 5,South Embarcadero,"(37.7820512996, -122.3950750024)"
204-04070,-,0,Grey,SS,N,N,SFMTA,ON,0,407,04TH ST,259000,Area 5,South Embarcadero,"(37.7806322032, -122.3992654178)"
204-04110,-,0,Grey,SS,N,N,SFMTA,ON,0,411,04TH ST,259000,Area 5,South Embarcadero,"(37.7805469033, -122.3991583194)"
418-06270,-,0,Grey,SS,Y,N,SFMTA,ON,0,627,FOLSOM ST,5660000,Area 5,South Embarcadero,"(37.7848802981, -122.3973897991)"
331-03810,-,0,Grey,SS,Y,N,SFMTA,ON,0,381,BRYANT ST,3279000,Area 5,South Embarcadero,"(37.7832782985, -122.3932313972)"
684-01350,-,0,Grey,SS,Y,N,SFMTA,ON,0,135,TOWNSEND ST,12657000,Area 5,South Embarcadero,"(37.7798636005, -122.3913187028)"
336-08440,-,0,Grey,SS,N,N,SFMTA,ON,0,844,BUSH ST,3438000,Area 1,,"(37.7898416025, -122.4118375012)"
580-01110,-,0,Grey,SS,Y,N,SFMTA,ON,0,111,NATOMA ST,9508000,Area 5,Downtown,"(37.7869078022, -122.3990998023)"
582-00070,-,0,Red,SS,N,N,SFMTA,ON,0,7,NEW MONTGOMERY ST,9540000,Area 5,Downtown,"(37.7885149986, -122.4017116983)"
582-00130,-,0,Red,SS,N,N,SFMTA,ON,0,13,NEW MONTGOMERY ST,9540000,Area 5,Downtown,"(37.7883600005, -122.4015168973)"
202-07080,-,0,Grey,SS,Y,N,SFMTA,ON,0,708,02ND ST,148000,Area 5,South Embarcadero,"(37.7803475995, -122.3903365002)"
568-44160,-,0,Grey,SS,N,N,SFMTA,ON,0,4416,MISSION ST,9159000,Area 3,,"(37.7268198997, -122.4333002024)"
568-44180,-,0,Grey,SS,N,N,SFMTA,ON,0,4418,MISSION ST,9159000,Area 3,,"(37.7267756992, -122.4333336015)"
363-11200,-,0,Grey,SS,N,N,SFMTA,ON,0,1120,COLUMBUS AVE,4304000,Area 5,Fisherman's Wharf,"(37.8048576982, -122.4166130011)"
444-03041,444-03040,1,Black,MS,N,N,SFMTA,ON,0,304,GRANT AVE,6387000,Area 5,Downtown,"(37.7897672997, -122.4053690021)"
336-03410,-,0,Red,SS,N,N,SFMTA,ON,0,341,BUSH ST,3426000,Area 5,Downtown,"(37.7907466021, -122.4036913027)"
328-00511,328-00510,1,Black,MS,N,N,SFMTA,ON,0,51,BEALE ST,2863000,Area 5,Downtown,"(37.7913371016, -122.3958912992)"
859-00380,-,0,Grey,SS,Y,N,PORT,ON,0,38,NORTH POINT ST,9686000,Area 5,Fisherman's Wharf,"(37.8073396971, -122.4080440977)"
107-03120,-,0,Grey,SS,N,N,SFMTA,ON,0,312,07TH AVE,352000,Area 3,,"(37.7825525989, -122.4653986001)"
108-02910,-,0,Yellow,SS,N,N,SFMTA,ON,0,291,08TH AVE,388000,Area 3,,"(37.7832146016, -122.4666592998)"
109-12210,-,0,Green,SS,N,N,SFMTA,ON,0,1221,09TH AVE,431000,Area 3,,"(37.7652785973, -122.4664667004)"
203-48080,-,0,Yellow,SS,N,N,SFMTA,ON,0,4808,03RD ST,212201,Area 3,,"(37.7344913025, -122.3909346999)"
365-03210,-,0,Green,SS,N,N,SFMTA,ON,0,321,CORTLAND AVE,4423000,Area 3,,"(37.7392503013, -122.4179010985)"
818-01610,818-01001,61,Grey,MS,N,N,PORT,ON,0,161,BRANNAN ST,3071000,Area 5,South Embarcadero,"(37.7841535983, -122.3890115001)"
109-12610,-,0,Grey,SS,N,N,SFMTA,ON,0,1261,09TH AVE,431000,Area 3,,"(37.7643246026, -122.4663999972)"
109-13180,-,0,Yellow,SS,N,N,SFMTA,ON,0,1318,09TH AVE,432000,Area 3,,"(37.7635470972, -122.4661967025)"
109-13390,-,0,Grey,SS,N,N,SFMTA,ON,0,1339,09TH AVE,432000,Area 3,,"(37.7629571006, -122.4663148986)"
365-04220,-,0,Grey,SS,N,N,SFMTA,ON,0,422,CORTLAND AVE,4425000,Area 3,,"(37.7390503985, -122.4169759990)"
365-04300,-,0,Grey,SS,N,N,SFMTA,ON,0,430,CORTLAND AVE,4425000,Area 3,,"(37.7390376021, -122.4168431011)"
365-07020,-,0,Grey,SS,N,N,SFMTA,ON,0,702,CORTLAND AVE,4428000,Area 3,,"(37.7388618000, -122.4150217024)"
110-02960,-,0,Grey,SS,N,N,SFMTA,ON,0,296,10TH AVE,463000,Area 3,,"(37.7829250012, -122.4686481019)"
360-06150,-,0,Green,SS,N,N,SFMTA,ON,0,615,CLEMENT ST,4156000,Area 3,,"(37.7828046986, -122.4659161994)"
120-13010,-,0,Grey,SS,N,N,SFMTA,ON,0,1301,20TH AVE,1006000,Area 3,,"(37.7633458980, -122.4782610999)"
830-00280,-,0,Grey,SS,Y,N,PORT,ON,0,28,EMBARCADERO NORTH,12553103,Area 5,Downtown,"(37.7956802015, -122.3948850014)"
360-07240,-,0,Grey,SS,N,N,SFMTA,ON,0,724,CLEMENT ST,4157000,Area 3,,"(37.7828853995, -122.4673945994)"
224-39450,-,0,Grey,SS,Y,N,SFMTA,ON,0,3945,24TH ST,1361000,Area 3,,"(37.7514250994, -122.4309950003)"
360-18040,-,0,Grey,SS,N,N,SFMTA,ON,0,1804,CLEMENT ST,4169000,Area 3,,"(37.7823694990, -122.4786692986)"
352-04410,-,0,Grey,SS,N,N,SFMTA,ON,0,441,CASTRO ST,3790000,Area 3,,"(37.7612234996, -122.4349283983)"
830-03200,-,0,Grey,SS,Y,N,PORT,ON,0,320,EMBARCADERO NORTH,12554101,Area 5,Downtown,"(37.7984099024, -122.3971860015)"
831-02250,-,0,Grey,SS,Y,N,PORT,ON,0,225,EMBARCADERO SOUTH,12551202,Area 5,Downtown,"(37.7920216014, -122.3905016013)"
106-03250,-,0,Grey,SS,N,N,SFMTA,ON,0,325,06TH AVE,316000,Area 3,,"(37.7822101981, -122.4644386989)"
360-18240,-,0,Grey,SS,N,N,SFMTA,ON,0,1824,CLEMENT ST,4169000,Area 3,,"(37.7823478010, -122.4791378972)"
360-20320,-,0,Grey,SS,N,N,SFMTA,ON,0,2032,CLEMENT ST,4171000,Area 3,,"(37.7822481011, -122.4813427010)"
340-00639,340-00630,9,Grey,MS,Y,N,SFMTA,ON,0,63,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7762985983, -122.3974001982)"
